BN,ventBN,BS,IEnd,BE,I:E ratio,iTime,eTime,inst_RR,tvi,tve,tve:tvi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS.1,x01,tvi1,tve1,x02,tvi2,tve2,x0_index,abs_time_at_BS,abs_time_at_x0,abs_time_at_BE,rel_time_at_BS,rel_time_at_x0,rel_time_at_BE,vc,pc,prvc,ps,cpap_sbt,other_mode
468,10707,1348.54,1349.46,1351.98,0.362204724409,0.92,2.54,17.3410404624,277.165277778,281.613333333,1.01604838669,52.43,-73.54,26.63,26.63,23.9154347826,7.788,21.6629333333,21.3568666667, ,1348.54,1349.46,277.165277778,282.633611111,1349.46,277.165277778,282.633611111,46,2016-06-18 02-43-01.148385,2016-06-18 02-43-02.068385,2016-06-18 02-43-04.588385,1348.54,1349.46,1351.98,0,1,0,0,0,0
469,10708,1352.0,1352.92,1355.36,0.373983739837,0.92,2.46,17.7514792899,277.405277778,280.958888889,1.01281017845,52.53,-72.99,26.53,26.53,23.9173913043,7.826,21.6665333333,20.7306, ,1352.0,1352.92,277.405277778,281.651944444,1352.92,277.405277778,281.651944444,46,2016-06-18 02-43-04.608385,2016-06-18 02-43-05.528385,2016-06-18 02-43-07.968385,1352.0,1352.92,1355.36,0,1,0,0,0,0
470,10709,1355.38,1356.3,1358.28,0.46,0.92,2.0,20.5479452055,270.433888889,271.272777778,1.00310201097,49.86,-73.54,26.3,26.3,23.8860869565,7.816,21.6385333333,17.0514166667, ,1355.38,1356.3,270.433888889,271.466666667,1356.3,270.433888889,271.466666667,46,2016-06-18 02-43-07.988385,2016-06-18 02-43-08.908385,2016-06-18 02-43-10.888385,1355.38,1356.3,1358.28,0,1,0,0,0,0
471,10710,1358.3,1359.04,1361.2,0.339449541284,0.74,2.18,20.5479452055,277.185555556,298.917777778,1.07840315553,45.22,-72.29,26.65,26.65,23.4464864865,7.81,17.0124666667,21.7215333333, ,1358.3,1359.04,277.185555556,297.450555556,1359.04,277.185555556,297.450555556,37,2016-06-18 02-43-10.908385,2016-06-18 02-43-11.648385,2016-06-18 02-43-13.808385,1358.3,1359.04,1361.2,0,1,0,0,0,0
472,10711,1361.22,1362.0,1365.5,0.221590909091,0.78,3.52,13.9534883721,317.573333333,327.591388889,1.03154564475,46.84,-75.42,26.83,26.83,23.6376923077,8.092,18.0957333333,31.749, ,1361.22,1362.0,317.573333333,328.59,1362.0,317.573333333,328.59,39,2016-06-18 02-43-13.828385,2016-06-18 02-43-14.608385,2016-06-18 02-43-18.108385,1361.22,1362.0,1365.5,0,1,0,0,0,0
473,10712,1365.52,1366.44,1369.06,0.348484848485,0.92,2.64,16.8539325843,312.355,306.740555556,0.982025437581,35.76,-70.68,26.38,26.38,23.9743478261,7.832,21.71385,22.1585333333, ,1365.52,1366.44,312.355,307.945555556,1366.44,312.355,307.945555556,46,2016-06-18 02-43-18.128385,2016-06-18 02-43-19.048385,2016-06-18 02-43-21.668385,1365.52,1366.44,1369.06,0,1,0,0,0,0
474,10713,1369.08,1369.84,1371.84,0.376237623762,0.76,2.02,21.5827338129,307.935833333,294.24,0.955523742771,48.56,-73.16,26.72,26.72,23.5236842105,7.7,17.5366333333,20.0698, ,1369.08,1369.84,307.935833333,297.744444444,1369.84,307.935833333,297.744444444,38,2016-06-18 02-43-21.688385,2016-06-18 02-43-22.448385,2016-06-18 02-43-24.448385,1369.08,1369.84,1371.84,0,1,0,0,0,0
475,10714,1371.86,1372.54,1374.44,0.354166666667,0.68,1.92,23.0769230769,304.993055556,308.621388889,1.01189644573,45.8,-74.25,26.75,26.75,23.165,7.78,15.4088666667,20.7371166667, ,1371.86,1372.54,304.993055556,307.666666667,1372.54,304.993055556,307.666666667,34,2016-06-18 02-43-24.468385,2016-06-18 02-43-25.148385,2016-06-18 02-43-27.048385,1371.86,1372.54,1374.44,0,1,0,0,0,0
476,10715,1374.46,1375.14,1377.26,0.317757009346,0.68,2.14,21.2765957447,302.907222222,309.404444444,1.02144954542,50.38,-75.75,26.74,26.74,23.1841176471,7.746,15.4205833333,22.5374666667, ,1374.46,1375.14,302.907222222,313.222777778,1375.14,302.907222222,313.222777778,34,2016-06-18 02-43-27.068385,2016-06-18 02-43-27.748385,2016-06-18 02-43-29.868385,1374.46,1375.14,1377.26,0,1,0,0,0,0
477,10716,1377.28,1377.96,1380.0,0.330097087379,0.68,2.06,21.897810219,305.341111111,317.777777778,1.04073040352,47.35,-74.97,26.85,26.85,23.1923529412,7.836,15.4286333333,21.9236666667, ,1377.28,1377.96,305.341111111,321.406944444,1377.96,305.341111111,321.406944444,34,2016-06-18 02-43-29.888385,2016-06-18 02-43-30.568385,2016-06-18 02-43-32.608385,1377.28,1377.96,1380.0,0,1,0,0,0,0
478,10717,1380.02,1380.7,1382.72,0.333333333333,0.68,2.04,22.0588235294,308.992222222,325.750833333,1.05423635259,45.41,-76.09,26.88,26.88,23.2235294118,7.76,15.44535,21.74485, ,1380.02,1380.7,308.992222222,324.608888889,1380.7,308.992222222,324.608888889,34,2016-06-18 02-43-32.628385,2016-06-18 02-43-33.308385,2016-06-18 02-43-35.328385,1380.02,1380.7,1382.72,0,1,0,0,0,0
479,10718,1382.74,1383.46,1385.76,0.310344827586,0.72,2.32,19.7368421053,311.681111111,290.399166667,0.93171885082,44.92,-73.51,26.77,26.77,23.3363888889,8.0,16.4592,23.21925, ,1382.74,1383.46,311.681111111,288.785555556,1383.46,311.681111111,288.785555556,36,2016-06-18 02-43-35.348385,2016-06-18 02-43-36.068385,2016-06-18 02-43-38.368385,1382.74,1383.46,1385.76,0,1,0,0,0,0
480,10719,1385.78,1386.7,1388.46,0.516853932584,0.92,1.78,22.2222222222,285.879722222,310.532222222,1.08623381822,53.81,-72.65,26.7,26.7,23.9254347826,7.758,21.6728333333,15.3425333333, ,1385.78,1386.7,285.879722222,311.817777778,1386.5,283.706111111,317.5725,46,2016-06-18 02-43-38.388385,2016-06-18 02-43-39.308385,2016-06-18 02-43-41.068385,1385.78,1386.7,1388.46,0,1,0,0,0,0
481,10720,1388.48,1389.24,1391.1,0.404255319149,0.76,1.88,22.7272727273,327.038055556,348.135833333,1.06451169037,46.7,-75.46,26.6,26.6,23.5328947368,7.654,17.5440666667,19.0643833333, ,1388.48,1389.24,327.038055556,346.761111111,1389.24,327.038055556,346.761111111,38,2016-06-18 02-43-41.088385,2016-06-18 02-43-41.848385,2016-06-18 02-43-43.708385,1388.48,1389.24,1391.1,0,1,0,0,0,0
482,10721,1391.12,1391.98,1393.72,0.488636363636,0.86,1.76,22.9007633588,349.844444444,360.271944444,1.0298061043,50.11,-77.92,26.68,26.68,23.816744186,7.684,20.1398666667,16.3457666667, ,1391.12,1391.98,349.844444444,363.693333333,1391.98,349.844444444,363.693333333,43,2016-06-18 02-43-43.728385,2016-06-18 02-43-44.588385,2016-06-18 02-43-46.328385,1391.12,1391.98,1393.72,0,1,0,0,0,0
483,10722,1393.74,1394.66,1396.38,0.528735632184,0.92,1.74,22.5563909774,357.5525,357.501111111,0.999856275963,49.3,-77.39,26.52,26.52,23.9395652174,7.526,21.6858666667,15.0954666667, ,1393.74,1394.66,357.5525,358.455277778,1394.66,357.5525,358.455277778,46,2016-06-18 02-43-46.348385,2016-06-18 02-43-47.268385,2016-06-18 02-43-48.988385,1393.74,1394.66,1396.38,0,1,0,0,0,0
484,10723,1396.4,1397.32,1399.08,0.516853932584,0.92,1.78,22.2222222222,358.279166667,353.117777778,0.985593946372,48.33,-76.26,26.64,26.64,23.965,7.564,21.7092666667,15.388, ,1396.4,1397.32,358.279166667,355.135,1397.32,358.279166667,355.135,46,2016-06-18 02-43-49.008385,2016-06-18 02-43-49.928385,2016-06-18 02-43-51.688385,1396.4,1397.32,1399.08,0,1,0,0,0,0
485,10724,1399.1,1400.02,1401.86,0.494623655914,0.92,1.86,21.5827338129,355.553888889,356.166666667,1.00172344558,49.13,-77.35,26.59,26.59,23.9347826087,7.68,21.68065,16.0858666667, ,1399.1,1400.02,355.553888889,357.71,1400.02,355.553888889,357.71,46,2016-06-18 02-43-51.708385,2016-06-18 02-43-52.628385,2016-06-18 02-43-54.468385,1399.1,1400.02,1401.86,0,1,0,0,0,0
486,10725,1401.88,1402.72,1404.5,0.466666666667,0.84,1.8,22.7272727273,345.801944444,343.057222222,0.992062733405,49.77,-75.67,26.63,26.63,23.7483333333,7.656,19.60955,16.9847333333, ,1401.88,1402.72,345.801944444,341.815555556,1402.72,345.801944444,341.815555556,42,2016-06-18 02-43-54.488385,2016-06-18 02-43-55.328385,2016-06-18 02-43-57.108385,1401.88,1402.72,1404.5,0,1,0,0,0,0
487,10726,1404.52,1405.42,1407.58,0.412844036697,0.9,2.18,19.4805194805,344.414444444,358.994444444,1.0423327193,48.38,-77.46,26.55,26.55,23.9142222222,7.76,21.1838,18.9608666667, ,1404.52,1405.42,344.414444444,359.84,1405.42,344.414444444,359.84,45,2016-06-18 02-43-57.128385,2016-06-18 02-43-58.028385,2016-06-18 02-44-00.188385,1404.52,1405.42,1407.58,0,1,0,0,0,0
488,10727,1407.6,1408.38,1410.72,0.330508474576,0.78,2.36,19.1082802548,325.571111111,300.285277778,0.922333915786,47.37,-77.62,26.61,26.61,23.5374358974,7.81,18.0197333333,22.4068, ,1407.6,1408.38,325.571111111,303.475555556,1408.38,325.571111111,303.475555556,39,2016-06-18 02-44-00.208385,2016-06-18 02-44-00.988385,2016-06-18 02-44-03.328385,1407.6,1408.38,1410.72,0,1,0,0,0,0
489,10728,1410.74,1411.66,1413.82,0.422018348624,0.92,2.18,19.3548387097,285.55,288.1,1.00893013483,49.89,-73.87,26.75,26.75,23.9313043478,7.59,21.6770833333,18.4048, ,1410.74,1411.66,285.55,289.123333333,1411.44,282.973333333,297.02,46,2016-06-18 02-44-03.348385,2016-06-18 02-44-04.268385,2016-06-18 02-44-06.428385,1410.74,1411.66,1413.82,0,1,0,0,0,0
490,10729,1413.84,1414.48,1417.1,0.242424242424,0.64,2.64,18.2926829268,285.165,304.768333333,1.06874382667,49.26,-71.2,26.82,26.82,23.043125,7.796,14.4050833333,27.2680333333, ,1413.84,1414.48,285.165,302.728888889,1414.48,285.165,302.728888889,32,2016-06-18 02-44-06.448385,2016-06-18 02-44-07.088385,2016-06-18 02-44-09.708385,1413.84,1414.48,1417.1,0,1,0,0,0,0
491,10730,1417.12,1417.82,1419.98,0.321100917431,0.7,2.18,20.8333333333,282.118888889,295.804444444,1.04850988748,52.7,-71.9,26.79,26.79,23.3034285714,7.87,15.9726,22.4314666667, ,1417.12,1417.82,282.118888889,294.271388889,1417.82,282.118888889,294.271388889,35,2016-06-18 02-44-09.728385,2016-06-18 02-44-10.428385,2016-06-18 02-44-12.588385,1417.12,1417.82,1419.98,0,1,0,0,0,0
492,10731,1420.0,1420.74,1423.26,0.291338582677,0.74,2.54,18.2926829268,298.221111111,293.958888889,0.985707845409,44.95,-73.39,26.76,26.76,23.4613513514,7.802,17.0186666667,24.5964, ,1420.0,1420.74,298.221111111,292.4025,1420.74,298.221111111,292.4025,37,2016-06-18 02-44-12.608385,2016-06-18 02-44-13.348385,2016-06-18 02-44-15.868385,1420.0,1420.74,1423.26,0,1,0,0,0,0
493,10732,1423.28,1423.94,1426.74,0.234042553191,0.66,2.82,17.2413793103,276.807777778,281.368888889,1.01647753957,51.17,-72.34,26.77,26.77,23.13,7.852,14.9287333333,28.2679333333, ,1423.28,1423.94,276.807777778,279.503055556,1423.94,276.807777778,279.503055556,33,2016-06-18 02-44-15.888385,2016-06-18 02-44-16.548385,2016-06-18 02-44-19.348385,1423.28,1423.94,1426.74,0,1,0,0,0,0
494,10733,1426.76,1427.68,1429.28,0.567901234568,0.92,1.62,23.6220472441,273.038055556,284.256666667,1.04108808601,52.63,-72.44,26.43,26.43,23.8889130435,7.798,21.6409333333,14.0298, ,1426.76,1427.68,273.038055556,285.721111111,1427.68,273.038055556,285.721111111,46,2016-06-18 02-44-19.368385,2016-06-18 02-44-20.288385,2016-06-18 02-44-21.888385,1426.76,1427.68,1429.28,0,1,0,0,0,0
495,10734,1429.3,1430.06,1432.32,0.333333333333,0.76,2.28,19.7368421053,323.606944444,323.7325,1.00038798783,45.65,-78.76,26.68,26.68,23.48,7.884,17.5016333333,22.1972666667, ,1429.3,1430.06,323.606944444,322.507777778,1430.06,323.606944444,322.507777778,38,2016-06-18 02-44-21.908385,2016-06-18 02-44-22.668385,2016-06-18 02-44-24.928385,1429.3,1430.06,1432.32,0,1,0,0,0,0
496,10735,1432.34,1433.26,1435.08,0.5,0.92,1.84,21.7391304348,290.6475,303.195555556,1.04317276273,47.33,-74.51,26.64,26.64,23.9176086957,7.814,21.6668833333,15.7819166667, ,1432.34,1433.26,290.6475,304.11,1433.26,290.6475,304.11,46,2016-06-18 02-44-24.948385,2016-06-18 02-44-25.868385,2016-06-18 02-44-27.688385,1432.34,1433.26,1435.08,0,1,0,0,0,0
497,10736,1435.1,1435.86,1437.68,0.413043478261,0.76,1.84,23.0769230769,313.887222222,330.650277778,1.05340470834,43.47,-75.07,26.58,26.58,23.4955263158,7.714,17.51305,18.7272, ,1435.1,1435.86,313.887222222,329.397777778,1435.86,313.887222222,329.397777778,38,2016-06-18 02-44-27.708385,2016-06-18 02-44-28.468385,2016-06-18 02-44-30.288385,1435.1,1435.86,1437.68,0,1,0,0,0,0
498,10737,1437.7,1438.56,1440.38,0.467391304348,0.86,1.84,22.2222222222,340.734444444,344.806666667,1.0119513078,49.86,-77.55,26.56,26.56,23.821627907,7.5,20.1419333333,16.9435833333, ,1437.7,1438.56,340.734444444,348.025555556,1438.56,340.734444444,348.025555556,43,2016-06-18 02-44-30.308385,2016-06-18 02-44-31.168385,2016-06-18 02-44-32.988385,1437.7,1438.56,1440.38,0,1,0,0,0,0
499,10738,1440.4,1441.2,1443.12,0.412371134021,0.8,1.94,21.897810219,333.338333333,344.683333333,1.03403448948,51.86,-76.5,26.56,26.56,23.6185,7.642,18.5571333333,18.8604666667, ,1440.4,1441.2,333.338333333,347.874444444,1441.2,333.338333333,347.874444444,40,2016-06-18 02-44-33.008385,2016-06-18 02-44-33.808385,2016-06-18 02-44-35.728385,1440.4,1441.2,1443.12,0,1,0,0,0,0
500,10739,1443.14,1443.94,1445.96,0.392156862745,0.8,2.04,21.1267605634,339.849722222,335.125,0.986097613406,47.79,-78.77,26.57,26.57,23.6425,7.552,18.5723833333,19.5645833333, ,1443.14,1443.94,339.849722222,334.405555556,1443.94,339.849722222,334.405555556,40,2016-06-18 02-44-35.748385,2016-06-18 02-44-36.548385,2016-06-18 02-44-38.568385,1443.14,1443.94,1445.96,0,1,0,0,0,0
501,10740,1445.98,1446.68,1448.7,0.343137254902,0.7,2.04,21.897810219,311.678888889,321.6475,1.03198359423,48.7,-74.08,26.61,26.61,23.2205714286,7.758,15.9156,21.3819666667, ,1445.98,1446.68,311.678888889,325.038888889,1446.68,311.678888889,325.038888889,35,2016-06-18 02-44-38.588385,2016-06-18 02-44-39.288385,2016-06-18 02-44-41.308385,1445.98,1446.68,1448.7,0,1,0,0,0,0
502,10741,1448.72,1449.46,1451.42,0.373737373737,0.74,1.98,22.0588235294,324.314444444,336.003333333,1.03604183868,47.15,-78.07,26.61,26.61,23.4040540541,7.698,16.9776,20.2482, ,1448.72,1449.46,324.314444444,334.359444444,1449.46,324.314444444,334.359444444,37,2016-06-18 02-44-41.328385,2016-06-18 02-44-42.068385,2016-06-18 02-44-44.028385,1448.72,1449.46,1451.42,0,1,0,0,0,0
503,10742,1451.44,1452.22,1454.2,0.39,0.78,2.0,21.5827338129,323.736666667,317.937777778,0.982087636385,46.94,-76.01,26.62,26.62,23.561025641,7.85,18.0356666667,19.6265833333, ,1451.44,1452.22,323.736666667,321.52,1452.22,323.736666667,321.52,39,2016-06-18 02-44-44.048385,2016-06-18 02-44-44.828385,2016-06-18 02-44-46.808385,1451.44,1452.22,1454.2,0,1,0,0,0,0
504,10743,1454.22,1454.94,1456.86,0.371134020619,0.72,1.94,22.5563909774,314.244722222,333.843333333,1.0623673517,47.73,-77.4,26.63,26.63,23.3338888889,7.76,16.4582666667,20.2639333333, ,1454.22,1454.94,314.244722222,336.928055556,1454.94,314.244722222,336.928055556,36,2016-06-18 02-44-46.828385,2016-06-18 02-44-47.548385,2016-06-18 02-44-49.468385,1454.22,1454.94,1456.86,0,1,0,0,0,0
505,10744,1456.88,1457.66,1459.74,0.371428571429,0.78,2.1,20.8333333333,319.284444444,305.417777778,0.956569551358,46.97,-75.37,26.61,26.61,23.5651282051,7.738,18.0411333333,20.4176, ,1456.88,1457.66,319.284444444,304.375,1457.66,319.284444444,304.375,39,2016-06-18 02-44-49.488385,2016-06-18 02-44-50.268385,2016-06-18 02-44-52.348385,1456.88,1457.66,1459.74,0,1,0,0,0,0
506,10745,1459.76,1460.42,1462.38,0.333333333333,0.66,1.98,22.7272727273,297.007777778,329.134444444,1.10816776216,46.76,-72.29,26.63,26.63,23.0296969697,7.74,14.8574,21.6480666667, ,1459.76,1460.42,297.007777778,327.826666667,1460.42,297.007777778,327.826666667,33,2016-06-18 02-44-52.368385,2016-06-18 02-44-53.028385,2016-06-18 02-44-54.988385,1459.76,1460.42,1462.38,0,1,0,0,0,0
507,10746,1462.4,1463.2,1465.06,0.425531914894,0.8,1.88,22.3880597015,328.569444444,330.209166667,1.00499048907,47.4,-77.74,26.59,26.59,23.64175,7.746,18.5704166667,18.3374333333, ,1462.4,1463.2,328.569444444,329.152222222,1463.2,328.569444444,329.152222222,40,2016-06-18 02-44-55.008385,2016-06-18 02-44-55.808385,2016-06-18 02-44-57.668385,1462.4,1463.2,1465.06,0,1,0,0,0,0
508,10747,1465.08,1465.82,1467.6,0.411111111111,0.74,1.8,23.6220472441,323.378888889,343.7625,1.06303321525,47.74,-77.55,26.67,26.67,23.4010810811,7.606,16.9728,18.7887833333, ,1465.08,1465.82,323.378888889,347.504444444,1465.82,323.378888889,347.504444444,37,2016-06-18 02-44-57.688385,2016-06-18 02-44-58.428385,2016-06-18 02-45-00.208385,1465.08,1465.82,1467.6,0,1,0,0,0,0
509,10748,1467.62,1468.38,1470.1,0.436781609195,0.76,1.74,24.0,330.426666667,334.014444444,1.01085801523,51.98,-76.18,26.61,26.61,23.5139473684,7.728,17.5302166667,17.9414666667, ,1467.62,1468.38,330.426666667,337.668611111,1468.38,330.426666667,337.668611111,38,2016-06-18 02-45-00.228385,2016-06-18 02-45-00.988385,2016-06-18 02-45-02.708385,1467.62,1468.38,1470.1,0,1,0,0,0,0
510,10749,1470.12,1470.96,1473.06,0.396226415094,0.84,2.12,20.2702702703,344.691388889,351.321944444,1.01923620888,49.7,-78.77,26.54,26.54,23.7321428571,7.846,19.5939666667,19.5679666667, ,1470.12,1470.96,344.691388889,350.192222222,1470.96,344.691388889,350.192222222,42,2016-06-18 02-45-02.728385,2016-06-18 02-45-03.568385,2016-06-18 02-45-05.668385,1470.12,1470.96,1473.06,0,1,0,0,0,0
511,10750,1473.08,1473.78,1475.98,0.315315315315,0.7,2.22,20.5479452055,313.654444444,308.014444444,0.982018427923,49.06,-76.0,26.59,26.59,23.2634285714,7.824,15.9399333333,22.8211333333, ,1473.08,1473.78,313.654444444,306.258333333,1473.78,313.654444444,306.258333333,35,2016-06-18 02-45-05.688385,2016-06-18 02-45-06.388385,2016-06-18 02-45-08.588385,1473.08,1473.78,1475.98,0,1,0,0,0,0
512,10751,1476.0,1476.92,1478.96,0.446601941748,0.92,2.06,20.1342281879,276.716944444,256.104444444,0.925510524694,43.76,-71.37,26.4,26.4,23.8923913043,7.806,21.6451833333,17.4992666667, ,1476.0,1476.92,276.716944444,258.036944444,1476.92,276.716944444,258.036944444,46,2016-06-18 02-45-08.608385,2016-06-18 02-45-09.528385,2016-06-18 02-45-11.568385,1476.0,1476.92,1478.96,0,1,0,0,0,0
513,10752,1478.98,1479.66,1483.26,0.187845303867,0.68,3.62,13.9534883721,268.606111111,329.942222222,1.2283496487,49.06,-73.34,26.79,26.79,23.2114705882,7.986,15.4460666667,34.4727333333, ,1478.98,1479.66,268.606111111,332.765,1479.66,268.606111111,332.765,34,2016-06-18 02-45-11.588385,2016-06-18 02-45-12.268385,2016-06-18 02-45-15.868385,1478.98,1479.66,1483.26,0,1,0,0,0,0
514,10753,1483.28,1484.2,1486.52,0.393162393162,0.92,2.34,18.4049079755,323.128055556,312.222222222,0.966249190852,36.9,-68.65,26.68,26.68,24.0069565217,7.506,21.7462,19.7256666667, ,1483.28,1484.2,323.128055556,313.803055556,1484.2,323.128055556,313.803055556,46,2016-06-18 02-45-15.888385,2016-06-18 02-45-16.808385,2016-06-18 02-45-19.128385,1483.28,1484.2,1486.52,0,1,0,0,0,0
515,10754,1486.54,1487.32,1489.16,0.41935483871,0.78,1.86,22.7272727273,316.035555556,315.021111111,0.996790093942,49.57,-75.19,26.64,26.64,23.5651282051,7.71,18.0482666667,18.4416, ,1486.54,1487.32,316.035555556,313.487222222,1487.32,316.035555556,313.487222222,39,2016-06-18 02-45-19.148385,2016-06-18 02-45-19.928385,2016-06-18 02-45-21.768385,1486.54,1487.32,1489.16,0,1,0,0,0,0
516,10755,1489.18,1489.96,1491.68,0.448275862069,0.78,1.74,23.8095238095,327.818888889,338.087777778,1.03132488468,47.48,-77.61,26.5,26.5,23.5461538462,7.674,18.0226,17.5971333333, ,1489.18,1489.96,327.818888889,336.721111111,1489.96,327.818888889,336.721111111,39,2016-06-18 02-45-21.788385,2016-06-18 02-45-22.568385,2016-06-18 02-45-24.288385,1489.18,1489.96,1491.68,0,1,0,0,0,0
517,10756,1491.7,1492.5,1494.6,0.377358490566,0.8,2.12,20.5479452055,331.963888889,333.495555556,1.00461395567,47.11,-75.84,26.5,26.5,23.61475,7.794,18.5517333333,20.2567833333, ,1491.7,1492.5,331.963888889,332.323333333,1492.5,331.963888889,332.323333333,40,2016-06-18 02-45-24.308385,2016-06-18 02-45-25.108385,2016-06-18 02-45-27.208385,1491.7,1492.5,1494.6,0,1,0,0,0,0
518,10757,1494.62,1495.36,1497.3,0.377551020408,0.74,1.96,22.2222222222,315.674444444,317.698888889,1.00641307676,46.43,-76.53,26.53,26.53,23.4113513514,7.758,16.9848,20.0097166667, ,1494.62,1495.36,315.674444444,320.857777778,1495.36,315.674444444,320.857777778,37,2016-06-18 02-45-27.228385,2016-06-18 02-45-27.968385,2016-06-18 02-45-29.908385,1494.62,1495.36,1497.3,0,1,0,0,0,0
519,10758,1497.32,1498.08,1500.14,0.365384615385,0.76,2.08,21.1267605634,310.743055556,316.614722222,1.01889556842,45.77,-75.51,26.42,26.42,23.4694736842,7.78,17.4949833333,20.5973833333, ,1497.32,1498.08,310.743055556,315.735555556,1498.08,310.743055556,315.735555556,38,2016-06-18 02-45-29.928385,2016-06-18 02-45-30.688385,2016-06-18 02-45-32.748385,1497.32,1498.08,1500.14,0,1,0,0,0,0
520,10759,1500.16,1500.94,1502.98,0.378640776699,0.78,2.06,21.1267605634,313.2,311.761111111,0.995405846459,46.23,-75.56,26.61,26.61,23.5630769231,7.996,18.0399333333,20.0892666667, ,1500.16,1500.94,313.2,310.133888889,1500.94,313.2,310.133888889,39,2016-06-18 02-45-32.768385,2016-06-18 02-45-33.548385,2016-06-18 02-45-35.588385,1500.16,1500.94,1502.98,0,1,0,0,0,0
521,10760,1503.0,1503.7,1505.78,0.333333333333,0.7,2.1,21.4285714286,305.654444444,314.651111111,1.02943411042,46.2,-72.88,26.61,26.61,23.256,7.772,15.9394,21.8103333333, ,1503.0,1503.7,305.654444444,312.882222222,1503.7,305.654444444,312.882222222,35,2016-06-18 02-45-35.608385,2016-06-18 02-45-36.308385,2016-06-18 02-45-38.388385,1503.0,1503.7,1505.78,0,1,0,0,0,0
522,10761,1505.8,1506.5,1508.6,0.330188679245,0.7,2.12,21.2765957447,300.457777778,315.369166667,1.04962889961,47.87,-72.98,26.56,26.56,23.2834285714,7.888,15.9562666667,21.9681166667, ,1505.8,1506.5,300.457777778,318.704444444,1506.5,300.457777778,318.704444444,35,2016-06-18 02-45-38.408385,2016-06-18 02-45-39.108385,2016-06-18 02-45-41.208385,1505.8,1506.5,1508.6,0,1,0,0,0,0
523,10762,1508.62,1509.44,1511.56,0.383177570093,0.82,2.14,20.2702702703,334.253333333,342.205555556,1.0237910035,44.85,-79.7,26.47,26.47,23.6746341463,7.914,19.0724666667,20.0758666667, ,1508.62,1509.44,334.253333333,341.179166667,1509.44,334.253333333,341.179166667,41,2016-06-18 02-45-41.228385,2016-06-18 02-45-42.048385,2016-06-18 02-45-44.168385,1508.62,1509.44,1511.56,0,1,0,0,0,0
524,10763,1511.58,1512.32,1514.24,0.381443298969,0.74,1.94,22.3880597015,315.198888889,310.714444444,0.985772651483,47.66,-75.07,26.55,26.55,23.4032432432,7.852,16.9734666667,19.8397333333, ,1511.58,1512.32,315.198888889,309.606666667,1512.32,315.198888889,309.606666667,37,2016-06-18 02-45-44.188385,2016-06-18 02-45-44.928385,2016-06-18 02-45-46.848385,1511.58,1512.32,1514.24,0,1,0,0,0,0
525,10764,1514.26,1515.18,1517.04,0.489361702128,0.92,1.88,21.4285714286,299.989166667,293.8475,0.979527038476,51.33,-74.05,26.46,26.46,23.9295652174,7.466,21.6750666667,16.0421666667, ,1514.26,1515.18,299.989166667,295.406666667,1515.18,299.989166667,295.406666667,46,2016-06-18 02-45-46.868385,2016-06-18 02-45-47.788385,2016-06-18 02-45-49.648385,1514.26,1515.18,1517.04,0,1,0,0,0,0
526,10765,1517.06,1517.76,1519.62,0.372340425532,0.7,1.88,23.2558139535,310.904444444,326.950555556,1.05161107021,52.98,-74.86,26.73,26.73,23.2725714286,7.686,15.9522666667,20.0920333333, ,1517.06,1517.76,310.904444444,328.762222222,1517.76,310.904444444,328.762222222,35,2016-06-18 02-45-49.668385,2016-06-18 02-45-50.368385,2016-06-18 02-45-52.228385,1517.06,1517.76,1519.62,0,1,0,0,0,0
527,10766,1519.64,1520.44,1522.12,0.470588235294,0.8,1.7,24.0,314.998888889,324.703333333,1.03080786881,48.83,-76.58,26.5,26.5,23.6125,7.758,18.5521166667,16.8638, ,1519.64,1520.44,314.998888889,327.383888889,1520.38,315.008888889,329.214444444,40,2016-06-18 02-45-52.248385,2016-06-18 02-45-53.048385,2016-06-18 02-45-54.728385,1519.64,1520.44,1522.12,0,1,0,0,0,0
528,10767,1522.14,1522.96,1524.78,0.445652173913,0.82,1.84,22.5563909774,332.841111111,340.873611111,1.0241331366,46.43,-76.68,26.48,26.48,23.6617073171,7.724,19.0644,17.6836166667, ,1522.14,1522.96,332.841111111,343.772222222,1522.96,332.841111111,343.772222222,41,2016-06-18 02-45-54.748385,2016-06-18 02-45-55.568385,2016-06-18 02-45-57.388385,1522.14,1522.96,1524.78,0,1,0,0,0,0
529,10768,1524.8,1525.62,1527.48,0.436170212766,0.82,1.88,22.2222222222,322.584444444,335.061111111,1.03867721114,47.0,-77.35,26.52,26.52,23.6795121951,7.728,19.0808666667,17.9862333333, ,1524.8,1525.62,322.584444444,337.921111111,1525.62,322.584444444,337.921111111,41,2016-06-18 02-45-57.408385,2016-06-18 02-45-58.228385,2016-06-18 02-46-00.088385,1524.8,1525.62,1527.48,0,1,0,0,0,0
530,10769,1527.5,1528.34,1530.18,0.451612903226,0.84,1.86,22.2222222222,333.469444444,335.437777778,1.00590258978,47.38,-76.08,26.39,26.39,23.7161904762,7.752,19.5823833333,17.4548, ,1527.5,1528.34,333.469444444,338.878333333,1528.34,333.469444444,338.878333333,42,2016-06-18 02-46-00.108385,2016-06-18 02-46-00.948385,2016-06-18 02-46-02.788385,1527.5,1528.34,1530.18,0,1,0,0,0,0
