BN,ventBN,BS,IEnd,BE,I:E ratio,iTime,eTime,inst_RR,tvi,tve,tve:tvi ratio,maxF,minF,maxP,PIP,Maw,PEEP,ipAUC,epAUC, ,BS.1,x01,tvi1,tve1,x02,tvi2,tve2,x0_index,abs_time_at_BS,abs_time_at_x0,abs_time_at_BE,rel_time_at_BS,rel_time_at_x0,rel_time_at_BE,vc,pc,prvc,ps,cpap_sbt,other_mode
334,346,997.4,998.32,1000.38,0.442307692308,0.92,2.08,20.0,425.905,456.100555556,1.07089739626,49.75,-56.24,25.85,25.85,22.9084782609,9.092,20.7442666667,19.8765833333, ,997.4,998.32,425.905,454.836666667,998.32,425.905,454.836666667,46,2016-06-27 00-43-56.693697,2016-06-27 00-43-57.613697,2016-06-27 00-43-59.673697,997.4,998.32,1000.38,0,0,1,0,0,0
335,347,1000.4,1001.32,1003.38,0.442307692308,0.92,2.08,20.0,404.623611111,472.466388889,1.16766885549,49.97,-56.71,25.54,25.54,22.5210869565,9.0,20.3917333333,19.9073333333, ,1000.4,1001.32,404.623611111,471.322222222,1001.32,404.623611111,471.322222222,46,2016-06-27 00-43-59.693697,2016-06-27 00-44-00.613697,2016-06-27 00-44-02.673697,1000.4,1001.32,1003.38,0,0,1,0,0,0
336,348,1003.4,1004.32,1006.38,0.442307692308,0.92,2.08,20.0,427.955,457.638611111,1.06936152425,50.03,-55.12,25.75,25.75,22.9334782609,9.054,20.7682166667,19.8839333333, ,1003.4,1004.32,427.955,456.612222222,1004.32,427.955,456.612222222,46,2016-06-27 00-44-02.693697,2016-06-27 00-44-03.613697,2016-06-27 00-44-05.673697,1003.4,1004.32,1006.38,0,0,1,0,0,0
337,349,1006.4,1007.32,1009.38,0.442307692308,0.92,2.08,20.0,410.095,442.62,1.07931089138,48.98,-54.98,25.37,25.37,22.5691304348,8.97,20.4348,19.8291166667, ,1006.4,1007.32,410.095,441.518888889,1007.32,410.095,441.518888889,46,2016-06-27 00-44-05.693697,2016-06-27 00-44-06.613697,2016-06-27 00-44-08.673697,1006.4,1007.32,1009.38,0,0,1,0,0,0
338,350,1009.4,1010.32,1012.38,0.442307692308,0.92,2.08,20.0,405.899166667,458.0325,1.12843912384,49.77,-56.67,25.64,25.64,22.622826087,8.956,20.48255,19.8650833333, ,1009.4,1010.32,405.899166667,456.803333333,1010.32,405.899166667,456.803333333,46,2016-06-27 00-44-08.693697,2016-06-27 00-44-09.613697,2016-06-27 00-44-11.673697,1009.4,1010.32,1012.38,0,0,1,0,0,0
339,351,1012.4,1013.32,1015.38,0.442307692308,0.92,2.08,20.0,424.631388889,438.028888889,1.03155089414,51.92,-55.8,26.07,26.07,22.902826087,9.098,20.7399833333,19.83115, ,1012.4,1013.32,424.631388889,436.297777778,1013.32,424.631388889,436.297777778,46,2016-06-27 00-44-11.693697,2016-06-27 00-44-12.613697,2016-06-27 00-44-14.673697,1012.4,1013.32,1015.38,0,0,1,0,0,0
340,352,1015.4,1016.32,1018.38,0.442307692308,0.92,2.08,20.0,403.3225,465.978888889,1.15535059137,50.81,-57.44,25.64,25.64,22.5806521739,9.048,20.446,19.8904833333, ,1015.4,1016.32,403.3225,464.937777778,1016.32,403.3225,464.937777778,46,2016-06-27 00-44-14.693697,2016-06-27 00-44-15.613697,2016-06-27 00-44-17.673697,1015.4,1016.32,1018.38,0,0,1,0,0,0
341,353,1018.4,1019.32,1021.38,0.442307692308,0.92,2.08,20.0,419.085,463.837222222,1.10678555,51.33,-57.56,26.05,26.05,22.9223913043,8.942,20.7561166667,19.8773833333, ,1018.4,1019.32,419.085,462.187777778,1019.32,419.085,462.187777778,46,2016-06-27 00-44-17.693697,2016-06-27 00-44-18.613697,2016-06-27 00-44-20.673697,1018.4,1019.32,1021.38,0,0,1,0,0,0
342,354,1021.4,1022.32,1024.38,0.442307692308,0.92,2.08,20.0,423.123611111,463.524722222,1.09548299847,52.63,-55.11,26.26,26.26,22.8758695652,9.07,20.71515,19.89475, ,1021.4,1022.32,423.123611111,462.474444444,1022.32,423.123611111,462.474444444,46,2016-06-27 00-44-20.693697,2016-06-27 00-44-21.613697,2016-06-27 00-44-23.673697,1021.4,1022.32,1024.38,0,0,1,0,0,0
343,355,1024.4,1025.32,1027.38,0.442307692308,0.92,2.08,20.0,412.866111111,438.628611111,1.06239916357,50.93,-55.65,25.69,25.69,22.6291304348,9.142,20.4911833333,19.8388, ,1024.4,1025.32,412.866111111,437.714444444,1025.32,412.866111111,437.714444444,46,2016-06-27 00-44-23.693697,2016-06-27 00-44-24.613697,2016-06-27 00-44-26.673697,1024.4,1025.32,1027.38,0,0,1,0,0,0
344,356,1027.4,1028.32,1030.38,0.442307692308,0.92,2.08,20.0,434.761944444,504.777777778,1.16104407073,52.22,-54.88,25.84,25.84,22.8286956522,9.136,20.6713833333,20.0098, ,1027.4,1028.32,434.761944444,503.25,1028.32,434.761944444,503.25,46,2016-06-27 00-44-26.693697,2016-06-27 00-44-27.613697,2016-06-27 00-44-29.673697,1027.4,1028.32,1030.38,0,0,1,0,0,0
345,357,1030.4,1031.32,1033.38,0.442307692308,0.92,2.08,20.0,375.278333333,506.970555556,1.35091879953,47.6,-61.09,24.81,24.81,22.0058695652,9.05,19.9249833333,19.9240333333, ,1030.4,1031.32,375.278333333,505.417777778,1031.32,375.278333333,505.417777778,46,2016-06-27 00-44-29.693697,2016-06-27 00-44-30.613697,2016-06-27 00-44-32.673697,1030.4,1031.32,1033.38,0,0,1,0,0,0
346,358,1033.4,1034.32,1036.38,0.442307692308,0.92,2.08,20.0,307.870833333,361.523333333,1.17426951238,32.67,-62.92,24.95,24.95,22.4639130435,9.1,20.33905,19.5918, ,1033.4,1034.32,307.870833333,360.883333333,1034.32,307.870833333,360.883333333,46,2016-06-27 00-44-32.693697,2016-06-27 00-44-33.613697,2016-06-27 00-44-35.673697,1033.4,1034.32,1036.38,0,0,1,0,0,0
347,359,1036.4,1037.32,1039.38,0.442307692308,0.92,2.08,20.0,217.152777778,270.3675,1.24505660377,33.56,-71.9,27.49,27.49,24.5823913043,8.256,22.2562666667,17.82705, ,1036.4,1037.32,217.152777778,268.643333333,1037.32,217.152777778,268.643333333,46,2016-06-27 00-44-35.693697,2016-06-27 00-44-36.613697,2016-06-27 00-44-38.673697,1036.4,1037.32,1039.38,0,0,1,0,0,0
348,360,1039.4,1040.32,1042.38,0.442307692308,0.92,2.08,20.0,406.605555556,411.13,1.0111273552,39.31,-80.7,31.59,31.59,28.0926086957,9.014,25.4633833333,19.9679333333, ,1039.4,1040.32,406.605555556,410.11,1040.32,406.605555556,410.11,46,2016-06-27 00-44-38.693697,2016-06-27 00-44-39.613697,2016-06-27 00-44-41.673697,1039.4,1040.32,1042.38,0,0,1,0,0,0
349,361,1042.4,1043.32,1045.38,0.442307692308,0.92,2.08,20.0,467.02,495.94,1.06192454285,40.08,-87.76,33.16,33.16,29.6245652174,9.03,26.8420666667,20.23715, ,1042.4,1043.32,467.02,494.898888889,1043.32,467.02,494.898888889,46,2016-06-27 00-44-41.693697,2016-06-27 00-44-42.613697,2016-06-27 00-44-44.673697,1042.4,1043.32,1045.38,0,0,1,0,0,0
350,362,1045.4,1046.32,1048.38,0.442307692308,0.92,2.08,20.0,442.038055556,481.531944444,1.08934499732,39.76,-80.28,31.8,31.8,28.3960869565,9.048,25.72905,20.1542833333, ,1045.4,1046.32,442.038055556,480.512222222,1046.32,442.038055556,480.512222222,46,2016-06-27 00-44-44.693697,2016-06-27 00-44-45.613697,2016-06-27 00-44-47.673697,1045.4,1046.32,1048.38,0,0,1,0,0,0
351,363,1048.4,1049.32,1051.38,0.442307692308,0.92,2.08,20.0,413.345555556,455.033333333,1.10085454462,37.42,-82.65,31.68,31.68,27.927826087,9.034,25.3027166667,20.0715833333, ,1048.4,1049.32,413.345555556,451.806666667,1049.32,413.345555556,451.806666667,46,2016-06-27 00-44-47.693697,2016-06-27 00-44-48.613697,2016-06-27 00-44-50.673697,1048.4,1049.32,1051.38,0,0,1,0,0,0
352,364,1051.4,1052.32,1054.38,0.442307692308,0.92,2.08,20.0,457.962222222,493.421944444,1.07742936099,39.99,-81.39,32.48,32.48,28.8480434783,9.092,26.13955,20.2113166667, ,1051.4,1052.32,457.962222222,492.226666667,1052.32,457.962222222,492.226666667,46,2016-06-27 00-44-50.693697,2016-06-27 00-44-51.613697,2016-06-27 00-44-53.673697,1051.4,1052.32,1054.38,0,0,1,0,0,0
353,365,1054.4,1055.32,1057.38,0.442307692308,0.92,2.08,20.0,473.496111111,517.547777778,1.09303490701,48.08,-79.97,31.87,31.87,28.2260869565,9.086,25.5715,20.2502333333, ,1054.4,1055.32,473.496111111,516.307777778,1055.32,473.496111111,516.307777778,46,2016-06-27 00-44-53.693697,2016-06-27 00-44-54.613697,2016-06-27 00-44-56.673697,1054.4,1055.32,1057.38,0,0,1,0,0,0
354,366,1057.4,1058.32,1060.38,0.442307692308,0.92,2.08,20.0,414.600555556,465.6925,1.12323173175,44.07,-73.49,29.62,29.62,26.4684782609,9.012,23.9782333333,20.0159, ,1057.4,1058.32,414.600555556,463.89,1058.32,414.600555556,463.89,46,2016-06-27 00-44-56.693697,2016-06-27 00-44-57.613697,2016-06-27 00-44-59.673697,1057.4,1058.32,1060.38,0,0,1,0,0,0
355,367,1060.4,1061.32,1063.38,0.442307692308,0.92,2.08,20.0,428.513333333,471.290555556,1.09982705063,39.29,-76.5,30.6,30.6,26.955,9.006,24.41975,20.0822333333, ,1060.4,1061.32,428.513333333,469.446666667,1061.32,428.513333333,469.446666667,46,2016-06-27 00-44-59.693697,2016-06-27 00-45-00.613697,2016-06-27 00-45-02.673697,1060.4,1061.32,1063.38,0,0,1,0,0,0
356,368,1063.4,1064.32,1066.38,0.442307692308,0.92,2.08,20.0,416.238055556,458.368333333,1.101216785,42.77,-75.74,30.22,30.22,26.8693478261,9.082,24.3423166667,20.0195333333, ,1063.4,1064.32,416.238055556,456.873333333,1064.32,416.238055556,456.873333333,46,2016-06-27 00-45-02.693697,2016-06-27 00-45-03.613697,2016-06-27 00-45-05.673697,1063.4,1064.32,1066.38,0,0,1,0,0,0
357,369,1066.4,1067.32,1069.38,0.442307692308,0.92,2.08,20.0,426.804444444,469.125,1.09915678271,45.83,-77.96,30.81,30.81,27.3456521739,9.066,24.77135,20.0813, ,1066.4,1067.32,426.804444444,467.804444444,1067.32,426.804444444,467.804444444,46,2016-06-27 00-45-05.693697,2016-06-27 00-45-06.613697,2016-06-27 00-45-08.673697,1066.4,1067.32,1069.38,0,0,1,0,0,0
358,370,1069.4,1070.32,1072.38,0.442307692308,0.92,2.08,20.0,436.732777778,478.798333333,1.09631875072,45.99,-75.67,30.74,30.74,27.4193478261,9.058,24.8412666667,20.0927666667, ,1069.4,1070.32,436.732777778,477.44,1070.32,436.732777778,477.44,46,2016-06-27 00-45-08.693697,2016-06-27 00-45-09.613697,2016-06-27 00-45-11.673697,1069.4,1070.32,1072.38,0,0,1,0,0,0
359,371,1072.4,1073.32,1075.38,0.442307692308,0.92,2.08,20.0,442.961666667,485.200277778,1.09535500313,40.61,-78.64,30.95,30.95,27.2754347826,9.182,24.7110666667,20.13095, ,1072.4,1073.32,442.961666667,483.573333333,1073.32,442.961666667,483.573333333,46,2016-06-27 00-45-11.693697,2016-06-27 00-45-12.613697,2016-06-27 00-45-14.673697,1072.4,1073.32,1075.38,0,0,1,0,0,0
360,372,1075.4,1076.32,1078.38,0.442307692308,0.92,2.08,20.0,431.733611111,476.745277778,1.10425796257,44.99,-75.13,29.99,29.99,26.7719565217,9.142,24.2511666667,20.0818166667, ,1075.4,1076.32,431.733611111,475.822222222,1076.32,431.733611111,475.822222222,46,2016-06-27 00-45-14.693697,2016-06-27 00-45-15.613697,2016-06-27 00-45-17.673697,1075.4,1076.32,1078.38,0,0,1,0,0,0
361,373,1078.4,1079.32,1081.38,0.442307692308,0.92,2.08,20.0,441.510277778,488.086111111,1.10549207046,41.09,-74.56,29.79,29.79,26.6519565217,9.07,24.1414666667,20.1047, ,1078.4,1079.32,441.510277778,486.254444444,1079.32,441.510277778,486.254444444,46,2016-06-27 00-45-17.693697,2016-06-27 00-45-18.613697,2016-06-27 00-45-20.673697,1078.4,1079.32,1081.38,0,0,1,0,0,0
362,374,1081.4,1082.32,1084.38,0.442307692308,0.92,2.08,20.0,407.639166667,459.429166667,1.12704863574,37.29,-74.22,29.26,29.26,26.0447826087,8.97,23.59345,20.0134, ,1081.4,1082.32,407.639166667,458.441111111,1082.32,407.639166667,458.441111111,46,2016-06-27 00-45-20.693697,2016-06-27 00-45-21.613697,2016-06-27 00-45-23.673697,1081.4,1082.32,1084.38,0,0,1,0,0,0
363,375,1084.4,1085.32,1087.38,0.442307692308,0.92,2.08,20.0,445.971388889,486.5275,1.09093881832,41.64,-73.97,30.59,30.59,26.8863043478,9.106,24.3579333333,20.0994666667, ,1084.4,1085.32,445.971388889,485.333333333,1085.32,445.971388889,485.333333333,46,2016-06-27 00-45-23.693697,2016-06-27 00-45-24.613697,2016-06-27 00-45-26.673697,1084.4,1085.32,1087.38,0,0,1,0,0,0
364,376,1087.4,1088.32,1090.38,0.442307692308,0.92,2.08,20.0,426.1125,471.695555556,1.10697422759,47.66,-73.18,29.59,29.59,26.2406521739,9.02,23.7698666667,20.026, ,1087.4,1088.32,426.1125,470.642222222,1088.32,426.1125,470.642222222,46,2016-06-27 00-45-26.693697,2016-06-27 00-45-27.613697,2016-06-27 00-45-29.673697,1087.4,1088.32,1090.38,0,0,1,0,0,0
365,377,1090.4,1091.32,1093.38,0.442307692308,0.92,2.08,20.0,422.067222222,466.800833333,1.10598693468,46.78,-70.65,29.42,29.42,26.1419565217,9.01,23.6807166667,19.9583833333, ,1090.4,1091.32,422.067222222,465.176666667,1091.32,422.067222222,465.176666667,46,2016-06-27 00-45-29.693697,2016-06-27 00-45-30.613697,2016-06-27 00-45-32.673697,1090.4,1091.32,1093.38,0,0,1,0,0,0
366,378,1093.4,1094.32,1096.38,0.442307692308,0.92,2.08,20.0,433.645833333,475.106111111,1.09560861558,40.2,-71.68,29.9,29.9,26.3093478261,9.118,23.8339333333,20.0507, ,1093.4,1094.32,433.645833333,473.341111111,1094.32,433.645833333,473.341111111,46,2016-06-27 00-45-32.693697,2016-06-27 00-45-33.613697,2016-06-27 00-45-35.673697,1093.4,1094.32,1096.38,0,0,1,0,0,0
367,379,1096.4,1097.32,1099.38,0.442307692308,0.92,2.08,20.0,418.355833333,462.1775,1.10474735423,39.26,-73.28,29.14,29.14,26.0326086957,9.002,23.5809,20.0201333333, ,1096.4,1097.32,418.355833333,461.103333333,1097.32,418.355833333,461.103333333,46,2016-06-27 00-45-35.693697,2016-06-27 00-45-36.613697,2016-06-27 00-45-38.673697,1096.4,1097.32,1099.38,0,0,1,0,0,0
368,380,1099.4,1100.32,1102.38,0.442307692308,0.92,2.08,20.0,461.301111111,502.533333333,1.08938244723,43.92,-71.77,29.68,29.68,26.537173913,9.052,24.0423166667,20.1307833333, ,1099.4,1100.32,461.301111111,501.221111111,1100.32,461.301111111,501.221111111,46,2016-06-27 00-45-38.693697,2016-06-27 00-45-39.613697,2016-06-27 00-45-41.673697,1099.4,1100.32,1102.38,0,0,1,0,0,0
369,381,1102.4,1103.32,1105.38,0.442307692308,0.92,2.08,20.0,413.536944444,460.894166667,1.11451751254,42.7,-68.03,28.16,28.16,25.2673913043,8.986,22.8842666667,20.0379666667, ,1102.4,1103.32,413.536944444,459.582222222,1103.32,413.536944444,459.582222222,46,2016-06-27 00-45-41.693697,2016-06-27 00-45-42.613697,2016-06-27 00-45-44.673697,1102.4,1103.32,1105.38,0,0,1,0,0,0
370,382,1105.4,1106.32,1108.38,0.442307692308,0.92,2.08,20.0,434.996111111,478.8625,1.10084317484,45.22,-69.16,29.49,29.49,25.7456521739,9.244,23.3195666667,20.05295, ,1105.4,1106.32,434.996111111,476.932222222,1106.32,434.996111111,476.932222222,46,2016-06-27 00-45-44.693697,2016-06-27 00-45-45.613697,2016-06-27 00-45-47.673697,1105.4,1106.32,1108.38,0,0,1,0,0,0
371,383,1108.4,1109.32,1111.38,0.442307692308,0.92,2.08,20.0,423.408611111,470.763055556,1.11184100465,45.97,-66.13,28.5,28.5,25.2854347826,9.092,22.9019333333,20.0078833333, ,1108.4,1109.32,423.408611111,469.16,1109.32,423.408611111,469.16,46,2016-06-27 00-45-47.693697,2016-06-27 00-45-48.613697,2016-06-27 00-45-50.673697,1108.4,1109.32,1111.38,0,0,1,0,0,0
372,384,1111.4,1112.32,1114.38,0.442307692308,0.92,2.08,20.0,423.548055556,476.819444444,1.12577413162,43.73,-69.98,28.24,28.24,25.2460869565,9.114,22.8614,20.0820166667, ,1111.4,1112.32,423.548055556,475.837777778,1112.32,423.548055556,475.837777778,46,2016-06-27 00-45-50.693697,2016-06-27 00-45-51.613697,2016-06-27 00-45-53.673697,1111.4,1112.32,1114.38,0,0,1,0,0,0
373,385,1114.4,1115.32,1117.38,0.442307692308,0.92,2.08,20.0,444.549444444,483.421388889,1.08744121701,44.6,-67.15,28.39,28.39,25.3858695652,9.084,22.9951333333,20.0348666667, ,1114.4,1115.32,444.549444444,481.776666667,1115.32,444.549444444,481.776666667,46,2016-06-27 00-45-53.693697,2016-06-27 00-45-54.613697,2016-06-27 00-45-56.673697,1114.4,1115.32,1117.38,0,0,1,0,0,0
374,386,1117.4,1118.3,1120.38,0.428571428571,0.9,2.1,20.0,432.675555556,497.591111111,1.15003287041,47.54,-79.06,28.4,28.4,24.876,9.008,22.0386,20.5351333333, ,1117.4,1118.3,432.675555556,494.893611111,1118.3,432.675555556,494.893611111,45,2016-06-27 00-45-56.693697,2016-06-27 00-45-57.593697,2016-06-27 00-45-59.673697,1117.4,1118.3,1120.38,0,0,1,0,0,0
375,387,1120.4,1121.32,1123.38,0.442307692308,0.92,2.08,20.0,439.113333333,491.090833333,1.11836921372,43.39,-70.52,27.82,27.82,24.4880434783,9.0,22.1853833333,20.0676833333, ,1120.4,1121.32,439.113333333,490.163333333,1121.32,439.113333333,490.163333333,46,2016-06-27 00-45-59.693697,2016-06-27 00-46-00.613697,2016-06-27 00-46-02.673697,1120.4,1121.32,1123.38,0,0,1,0,0,0
376,388,1123.4,1124.32,1126.38,0.442307692308,0.92,2.08,20.0,364.746388889,411.340833333,1.12774477243,34.91,-65.37,26.26,26.26,23.5093478261,8.986,21.2829166667,19.79695, ,1123.4,1124.32,364.746388889,410.244444444,1124.32,364.746388889,410.244444444,46,2016-06-27 00-46-02.693697,2016-06-27 00-46-03.613697,2016-06-27 00-46-05.673697,1123.4,1124.32,1126.38,0,0,1,0,0,0
377,389,1126.4,1127.32,1129.38,0.442307692308,0.92,2.08,20.0,433.900277778,471.567777778,1.08681142172,43.01,-73.84,28.88,28.88,25.4815217391,9.152,23.0883166667,20.0018666667, ,1126.4,1127.32,433.900277778,469.721111111,1127.32,433.900277778,469.721111111,46,2016-06-27 00-46-05.693697,2016-06-27 00-46-06.613697,2016-06-27 00-46-08.673697,1126.4,1127.32,1129.38,0,0,1,0,0,0
378,390,1129.4,1130.32,1132.38,0.442307692308,0.92,2.08,20.0,330.546944444,384.547222222,1.16336644064,34.07,-70.57,27.81,27.81,24.5147826087,9.15,22.1998,19.7646, ,1129.4,1130.32,330.546944444,382.765555556,1130.32,330.546944444,382.765555556,46,2016-06-27 00-46-08.693697,2016-06-27 00-46-09.613697,2016-06-27 00-46-11.673697,1129.4,1130.32,1132.38,0,0,1,0,0,0
379,391,1132.4,1133.32,1135.38,0.442307692308,0.92,2.08,20.0,291.819166667,334.411388889,1.14595416301,44.36,-85.37,29.82,29.82,26.842173913,8.128,24.3143833333,17.9355166667, ,1132.4,1133.32,291.819166667,334.707777778,1133.32,291.819166667,334.707777778,46,2016-06-27 00-46-11.693697,2016-06-27 00-46-12.613697,2016-06-27 00-46-14.673697,1132.4,1133.32,1135.38,0,0,1,0,0,0
380,392,1135.4,1135.92,1136.5,0.866666666667,0.52,0.6,53.5714285714,260.303888889,165.723333333,0.636653313328,55.62,-114.55,36.71,36.71,28.5496153846,9.27,14.419,15.9692166667, ,1135.4,1135.92,260.303888889,160.075555556,1135.92,260.303888889,160.075555556,26,2016-06-27 00-46-14.693697,2016-06-27 00-46-15.213697,2016-06-27 00-46-15.793697,1135.4,1135.92,1136.5,0,0,1,0,0,0
381,393,1136.52,1136.96,1139.5,0.171875,0.44,2.56,20.0,275.861666667,426.445277778,1.54586638633,98.65,-96.75,37.8,37.8,28.0622727273,8.108,11.9567833333,33.5885166667, ,1136.52,1136.96,275.861666667,421.594444444,1136.96,275.861666667,421.594444444,22,2016-06-27 00-46-15.813697,2016-06-27 00-46-16.253697,2016-06-27 00-46-18.793697,1136.52,1136.96,1139.5,0,0,1,0,0,0
382,394,1139.52,1140.44,1141.66,0.741935483871,0.92,1.24,27.7777777778,492.495,426.489722222,0.865977770784,48.28,-112.6,37.92,37.92,33.1817391304,7.304,30.0960166667,11.3834166667, ,1139.52,1140.44,492.495,427.243333333,1140.44,492.495,427.243333333,46,2016-06-27 00-46-18.813697,2016-06-27 00-46-19.733697,2016-06-27 00-46-20.953697,1139.52,1140.44,1141.66,0,0,1,0,0,0
383,395,1141.68,1142.6,1144.66,0.442307692308,0.92,2.08,20.0,534.134722222,630.804444444,1.18098378218,73.93,-99.68,36.37,36.37,31.5369565217,8.016,28.6131333333,18.5209833333, ,1141.68,1142.6,534.134722222,629.707777778,1142.6,534.134722222,629.707777778,46,2016-06-27 00-46-20.973697,2016-06-27 00-46-21.893697,2016-06-27 00-46-23.953697,1141.68,1142.6,1144.66,0,0,1,0,0,0
384,396,1144.68,1145.6,1147.66,0.442307692308,0.92,2.08,20.0,371.851944444,388.178055556,1.04390486955,40.03,-71.1,32.88,32.88,28.0602173913,8.944,25.4125333333,19.9253166667, ,1144.68,1145.6,371.851944444,388.045555556,1145.6,371.851944444,388.045555556,46,2016-06-27 00-46-23.973697,2016-06-27 00-46-24.893697,2016-06-27 00-46-26.953697,1144.68,1145.6,1147.66,0,0,1,0,0,0
385,397,1147.68,1148.6,1150.66,0.442307692308,0.92,2.08,20.0,594.6875,574.867777778,0.966672038302,65.39,-93.24,36.18,36.18,31.9704347826,8.16,28.97835,18.3477, ,1147.68,1148.6,594.6875,573.747777778,1148.6,594.6875,573.747777778,46,2016-06-27 00-46-26.973697,2016-06-27 00-46-27.893697,2016-06-27 00-46-29.953697,1147.68,1148.6,1150.66,0,0,1,0,0,0
386,398,1150.68,1151.6,1153.66,0.442307692308,0.92,2.08,20.0,556.509722222,645.25,1.1594586298,58.67,-79.79,32.89,32.89,29.0789130435,9.074,26.3565666667,20.5862833333, ,1150.68,1151.6,556.509722222,643.611111111,1151.6,556.509722222,643.611111111,46,2016-06-27 00-46-29.973697,2016-06-27 00-46-30.893697,2016-06-27 00-46-32.953697,1150.68,1151.6,1153.66,0,0,1,0,0,0
387,399,1153.68,1154.6,1156.66,0.442307692308,0.92,2.08,20.0,357.941111111,428.559166667,1.1972895914,47.61,-72.26,28.24,28.24,25.2354347826,9.028,22.8510666667,19.8869166667, ,1153.68,1154.6,357.941111111,427.652222222,1154.6,357.941111111,427.652222222,46,2016-06-27 00-46-32.973697,2016-06-27 00-46-33.893697,2016-06-27 00-46-35.953697,1153.68,1154.6,1156.66,0,0,1,0,0,0
388,400,1156.68,1157.6,1159.66,0.442307692308,0.92,2.08,20.0,448.186388889,470.426388889,1.04962221199,47.94,-80.11,31.59,31.59,27.8869565217,8.914,25.2646,20.09535, ,1156.68,1157.6,448.186388889,469.616666667,1157.6,448.186388889,469.616666667,46,2016-06-27 00-46-35.973697,2016-06-27 00-46-36.893697,2016-06-27 00-46-38.953697,1156.68,1157.6,1159.66,0,0,1,0,0,0
389,401,1159.68,1160.6,1162.66,0.442307692308,0.92,2.08,20.0,451.835277778,512.221388889,1.13364629563,48.92,-76.65,31.09,31.09,27.4830434783,9.186,24.9019333333,20.2285, ,1159.68,1160.6,451.835277778,510.197777778,1160.6,451.835277778,510.197777778,46,2016-06-27 00-46-38.973697,2016-06-27 00-46-39.893697,2016-06-27 00-46-41.953697,1159.68,1160.6,1162.66,0,0,1,0,0,0
390,402,1162.68,1163.6,1165.66,0.442307692308,0.92,2.08,20.0,391.0375,441.415555556,1.12883177587,48.41,-75.95,30.11,30.11,26.5082608696,8.962,24.0106666667,19.9781166667, ,1162.68,1163.6,391.0375,440.348888889,1163.6,391.0375,440.348888889,46,2016-06-27 00-46-41.973697,2016-06-27 00-46-42.893697,2016-06-27 00-46-44.953697,1162.68,1163.6,1165.66,0,0,1,0,0,0
391,403,1165.68,1166.6,1168.66,0.442307692308,0.92,2.08,20.0,476.248888889,507.990555556,1.06664932435,49.64,-79.15,31.82,31.82,28.217173913,9.082,25.569,20.2193833333, ,1165.68,1166.6,476.248888889,506.976666667,1166.6,476.248888889,506.976666667,46,2016-06-27 00-46-44.973697,2016-06-27 00-46-45.893697,2016-06-27 00-46-47.953697,1165.68,1166.6,1168.66,0,0,1,0,0,0
392,404,1168.68,1169.6,1171.66,0.442307692308,0.92,2.08,20.0,424.642777778,470.753333333,1.10858669444,47.89,-74.17,29.59,29.59,26.5034782609,9.082,24.0091,20.09165, ,1168.68,1169.6,424.642777778,469.416666667,1169.6,424.642777778,469.416666667,46,2016-06-27 00-46-47.973697,2016-06-27 00-46-48.893697,2016-06-27 00-46-50.953697,1168.68,1169.6,1171.66,0,0,1,0,0,0
393,405,1171.68,1172.6,1174.66,0.442307692308,0.92,2.08,20.0,447.975277778,495.388888889,1.10583979399,45.42,-70.99,30.0,30.0,26.7417391304,9.002,24.22345,20.1674333333, ,1171.68,1172.6,447.975277778,493.707777778,1172.6,447.975277778,493.707777778,46,2016-06-27 00-46-50.973697,2016-06-27 00-46-51.893697,2016-06-27 00-46-53.953697,1171.68,1172.6,1174.66,0,0,1,0,0,0
394,406,1174.68,1175.6,1177.66,0.442307692308,0.92,2.08,20.0,401.141388889,444.025833333,1.10690605765,43.98,-77.77,30.56,30.56,26.0223913043,8.952,23.5736666667,19.9842833333, ,1174.68,1175.6,401.141388889,442.732222222,1175.6,401.141388889,442.732222222,46,2016-06-27 00-46-53.973697,2016-06-27 00-46-54.893697,2016-06-27 00-46-56.953697,1174.68,1175.6,1177.66,0,0,1,0,0,0
395,407,1177.68,1178.6,1180.66,0.442307692308,0.92,2.08,20.0,430.152222222,487.251111111,1.13274112265,55.83,-78.18,30.59,30.59,26.9873913043,8.994,24.4479833333,20.1066166667, ,1177.68,1178.6,430.152222222,486.187777778,1178.6,430.152222222,486.187777778,46,2016-06-27 00-46-56.973697,2016-06-27 00-46-57.893697,2016-06-27 00-46-59.953697,1177.68,1178.6,1180.66,0,0,1,0,0,0
396,408,1180.68,1181.6,1183.66,0.442307692308,0.92,2.08,20.0,433.416111111,479.073888889,1.10534397916,55.83,-75.38,30.13,30.13,26.9506521739,8.934,24.4141,20.0912833333, ,1180.68,1181.6,433.416111111,478.041111111,1181.6,433.416111111,478.041111111,46,2016-06-27 00-46-59.973697,2016-06-27 00-47-00.893697,2016-06-27 00-47-02.953697,1180.68,1181.6,1183.66,0,0,1,0,0,0
397,409,1183.68,1184.6,1186.66,0.442307692308,0.92,2.08,20.0,417.3025,454.504444444,1.08914862586,47.13,-77.62,29.72,29.72,26.642826087,8.97,24.1361666667,20.0016333333, ,1183.68,1184.6,417.3025,453.428888889,1184.6,417.3025,453.428888889,46,2016-06-27 00-47-02.973697,2016-06-27 00-47-03.893697,2016-06-27 00-47-05.953697,1183.68,1184.6,1186.66,0,0,1,0,0,0
